"","target_id","gene_description","num_aggregated_transcripts","sum_mean_obs_counts","pval","qval"
"35","Phvul.011G201700","3.2.1.21 - Beta-glucosidase / Gentobiase (1 of 44)",2,8.69831951601809,6.59845700025577e-07,0.000393341353404136
"36","Phvul.002G080600","K14779 - ATP-dependent RNA helicase DDX52/ROK1 [EC:3.6.4.13] (DDX52, ROK1)  (1 of 3)",2,8.81906443065646,6.52671969907585e-07,0.000393341353404136
"37","Phvul.007G048800","PTHR27002:SF122 - CYSTEINE-RICH RECEPTOR-LIKE PROTEIN KINASE 28-RELATED (1 of 17)",1,2.17952968967369,6.80427562165214e-07,0.000394647986055824
"38","Phvul.006G116100","PF02519 - Auxin responsive protein (Auxin_inducible)  (1 of 85)",1,4.57646178268541,8.04518485099624e-07,0.000454341228690472
"39","Phvul.004G154900","K04730 - interleukin-1 receptor-associated kinase 1 (IRAK1)  (1 of 24)",1,5.29969794122211,1.08081519862213e-06,0.000539402189823977
"40","Phvul.004G010800","",2,8.52033185840797,1.00833551589624e-06,0.000539402189823977
"41","Phvul.006G033032","PTHR11742:SF44 - ALPHA-MANNOSIDASE I MNS5-RELATED (1 of 3)",1,2.07250700263055,1.06600300409321e-06,0.000539402189823977
"42","Phvul.004G015666","",2,5.48043498637162,1.0608128019163e-06,0.000539402189823977
"43","Phvul.009G120500","PTHR31490:SF3 - GLYCOSYL HYDROLASE FAMILY 10 PROTEIN (1 of 1)",1,3.47255329798346,1.0001448551478e-06,0.000539402189823977
"44","Phvul.010G027700","",1,5.70044322699843,1.21711877876625e-06,0.00059362202255281
"45","Phvul.006G137200","",2,2.43936312546013,1.80469115880624e-06,0.00086063716151071
"46","Phvul.011G059201","",3,15.0818999919108,2.16214401993862e-06,0.000987225758891121
"47","Phvul.011G193600","PF00931//PF13855 - NB-ARC domain (NB-ARC)  // Leucine rich repeat (LRR_8)  (1 of 27)",1,3.80616636094388,2.12459946352208e-06,0.000987225758891121
"48","Phvul.007G135800","PTHR11926//PTHR11926:SF359 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // SUBFAMILY NOT NAMED (1 of 1)",1,3.99544668768368,2.57615100830052e-06,0.00113808143097293
"49","Phvul.007G036300","K17815 - exonuclease V [EC:3.1.-.-] (EXO5)  (1 of 3)",1,4.43580385528159,2.59860158982636e-06,0.00113808143097293
"50","Phvul.001G089000","PF03004 - Plant transposase (Ptta/En/Spm family) (Transposase_24)  (1 of 17)",1,2.24336941179521,2.67869532140861e-06,0.00114796895876675
"51","Phvul.010G019201","PTHR13596 - SMALL EDRK-RICH FACTOR 1 (1 of 4)",1,3.2033630733515,2.72816481347178e-06,0.00114796895876675
"52","Phvul.002G080100","PTHR11260:SF193 - GLUTATHIONE S-TRANSFERASE U11-RELATED (1 of 2)",1,4.14782515985946,2.9728699967488e-06,0.00122688057942748
"53","Phvul.009G211150","",3,12.6072872876876,3.1519850321148e-06,0.0012526221997997
"54","Phvul.010G033600","KOG3399 - Predicted Yippee-type zinc-binding protein (1 of 11)",1,6.18832464527321,3.12059805739458e-06,0.0012526221997997
"55","Phvul.008G088901","",1,2.78502546786281,3.22043218685801e-06,0.00125655408599951
"56","Phvul.004G082600","PTHR19139:SF167 - AQUAPORIN PIP2-1-RELATED (1 of 5)",1,6.3549227415456,3.37766317829136e-06,0.00127373087042136
"57","Phvul.011G184600","K13691 - pathogen-inducible salicylic acid glucosyltransferase [EC:2.4.1.-] Glc b1-2 SA (SGT1)  (1 of 9)",1,4.38771521563131,3.38316214417603e-06,0.00127373087042136
"58","Phvul.005G084700","PTHR33372:SF1 - CHLOROPLAST J-LIKE DOMAIN 1-CONTAINING PROTEIN (1 of 2)",1,1.85179345347706,3.87650419062491e-06,0.00143430655053122
"59","Phvul.008G001000","",2,12.496793030743,4.25658095165615e-06,0.0015482411393651
"60","Phvul.011G194700","PTHR27002:SF95 - G-TYPE LECTIN S-RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE B120 (1 of 12)",1,5.29715728422899,4.45796328194183e-06,0.00159446486717453
"61","Phvul.007G049400","PTHR27002:SF122 - CYSTEINE-RICH RECEPTOR-LIKE PROTEIN KINASE 28-RELATED (1 of 17)",1,6.65807109484144,4.59133874966026e-06,0.00161524802570015
"62","Phvul.004G009536","",1,1.84163124295761,4.75323725915652e-06,0.00161911859653173
"63","Phvul.009G149700","PTHR31741:SF15 - O-FUCOSYLTRANSFERASE FAMILY PROTEIN (1 of 1)",3,9.976665408815,4.67862660899128e-06,0.00161911859653173
"64","Phvul.008G279800","PTHR13301//PTHR13301:SF57 - X-BOX TRANSCRIPTION FACTOR-RELATED // SUBFAMILY NOT NAMED (1 of 1)",1,5.72363223964159,4.86177000932157e-06,0.00163021225625064
"65","Phvul.005G077000","",1,4.73162192625167,5.01721602963127e-06,0.00165645316916749
"66","Phvul.010G001100","",4,8.81288253276367,5.12907378465136e-06,0.00166756715345601
"67","Phvul.008G264800","",3,5.55020769258568,5.20629074005371e-06,0.00166756715345601
"68","Phvul.011G192400","PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 124)",1,3.5079892558612,5.73201812516885e-06,0.00170979664729097
"69","Phvul.008G081900","",3,2.85615032426699,5.64324127675686e-06,0.00170979664729097
"70","Phvul.008G277000","PF00560//PF13855 - Leucine Rich Repeat (LRR_1)  // Leucine rich repeat (LRR_8)  (1 of 35)",1,3.74246166350885,5.53340174478591e-06,0.00170979664729097
"71","Phvul.002G129900","PTHR23155//PTHR23155:SF505 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 23)",1,4.17029297529769,5.73650319687556e-06,0.00170979664729097
"72","Phvul.008G152700","",1,3.71883124886823,5.50539155446654e-06,0.00170979664729097
"73","Phvul.004G104900","PF00560//PF08263//PF13855 - Leucine Rich Repeat (LRR_1)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 49)",1,4.31949866392695,6.17122509628491e-06,0.00181417110364759
"74","Phvul.010G128200","",2,8.62655867737659,6.40103007620576e-06,0.00185629872209967
"75","Phvul.005G159800","PTHR22850:SF85 - WD-40 REPEAT-CONTAINING PROTEIN MSI4-RELATED (1 of 1)",1,5.89879944601677,6.66115484201851e-06,0.00190597843879623
"76","Phvul.002G137600","",2,11.7685506116229,6.89677492514715e-06,0.00194200149194083
"77","Phvul.007G199200","",2,9.27992561104495,6.96803890398155e-06,0.00194200149194083
"78","Phvul.002G004300","",2,6.78438723003668,7.29819568843288e-06,0.00198056760416575
"79","Phvul.005G030800","",2,14.3980315421656,7.38329022988163e-06,0.00198056760416575
"80","Phvul.001G240300","",2,12.2103094567533,7.31195573628009e-06,0.00198056760416575
"81","Phvul.001G032400","PF02018 - Carbohydrate binding domain (CBM_4_9)  (1 of 4)",1,4.2805447992729,7.71832891865041e-06,0.00204488072338565
"82","Phvul.007G246500","",5,22.3602033449057,7.93325014256018e-06,0.00206403703793085
"83","Phvul.008G269800","PTHR14950//PTHR14950:SF22 - HELICASE-RELATED // SUBFAMILY NOT NAMED (1 of 1)",1,4.97967284788286,8.07917573095019e-06,0.00206403703793085
"84","Phvul.004G013000","PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 124)",1,5.72442198282361,8.00281389504174e-06,0.00206403703793085
"85","Phvul.007G001300","K09131 - hypothetical protein (K09131)  (1 of 2)",1,6.30375916596663,8.46033528454885e-06,0.00213598582595786
"86","Phvul.010G026601","PTHR11017//PTHR11017:SF163 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 62)",1,3.26496278766182,8.83209522921815e-06,0.00220391585603513
"87","Phvul.008G057800","2.1.1.158 - 7-methylxanthosine synthase / XRS1 (1 of 5)",1,4.30444980313449,9.49084566197397e-06,0.00233990989371088
"88","Phvul.005G068200","KOG0027//KOG0028 - Calmodulin and related proteins (EF-Hand superfamily) // Ca2+-binding protein (centrin/caltractin), EF-Hand superfamily protein (1 of 1)",1,3.35639093088518,9.59515706647519e-06,0.00233990989371088
"89","Phvul.008G279700","",3,9.29452756484942,1.08228128952094e-05,0.00247311522016809
"90","Phvul.008G266900","K13719 - ubiquitin thioesterase OTU1 (OTU1, YOD1)  (1 of 1)",2,11.1182198155235,1.04892710195852e-05,0.00247311522016809
"91","Phvul.005G090000","",3,16.9170527734581,1.0493683771184e-05,0.00247311522016809
"92","Phvul.011G195300","PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 124)",1,3.78093631096898,1.08328439280429e-05,0.00247311522016809
"93","Phvul.007G092300","PTHR32295:SF32 - PROTEIN IQ-DOMAIN 3-RELATED (1 of 4)",5,17.0035336860243,1.06240521940575e-05,0.00247311522016809
"94","Phvul.006G149100","",2,11.8524250143041,1.04471652938904e-05,0.00247311522016809
"95","Phvul.011G184200","PF00407 - Pathogenesis-related protein Bet v I family (Bet_v_1)  (1 of 46)",1,7.92420177159536,1.16047393819993e-05,0.00259414278268442
"96","Phvul.002G076400","3.4.24.22 - Stromelysin 2 / Transin 2 (1 of 1)",1,4.57351275672025,1.15848991469095e-05,0.00259414278268442
"97","Phvul.005G090700","PTHR24115:SF520 - KINESIN-2-RELATED (1 of 2)",2,10.9709331616624,1.20626321034143e-05,0.00262457920021889
"98","Phvul.008G195500","PTHR11260//PTHR11260:SF287 - GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING // SUBFAMILY NOT NAMED (1 of 8)",1,7.21376525391485,1.2107797801569e-05,0.00262457920021889
"99","Phvul.009G011200","PTHR32002:SF6 - PROTEIN NLP4-RELATED (1 of 1)",2,11.4297942818033,1.20198382029684e-05,0.00262457920021889
"100","Phvul.007G158800","K01099 - phosphatidylinositol-bisphosphatase (E3.1.3.36)  (1 of 2)",4,22.0593516946092,1.23243393879932e-05,0.00264480323266335
"101","Phvul.004G008861","PTHR16212:SF4 - FOCADHESIN (1 of 11)",1,1.69604893680356,1.27178897638601e-05,0.0027022367755687
"102","Phvul.007G245900","",1,1.97623011923456,1.29233969712068e-05,0.00271898136276567
"103","Phvul.007G045500","PTHR31490:SF18 - 1,4-BETA-XYLAN ENDOHYDROLASE-RELATED (1 of 3)",1,1.6951863171771,1.35482814573878e-05,0.00282277786481108
"104","Phvul.003G046001","",1,3.50200643315082,1.41771389970718e-05,0.00292539810458808
"105","Phvul.004G012700","PTHR24092:SF75 - PHOSPHOLIPID-TRANSPORTING ATPASE 8-RELATED (1 of 4)",1,5.39081339955063,1.51724997411015e-05,0.00310096994708607
"106","Phvul.011G192100","PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 124)",1,4.37873076446412,1.53327678846957e-05,0.00310416225288273
"107","Phvul.009G149400","PTHR31080:SF1 - CELL WALL / VACUOLAR INHIBITOR OF FRUCTOSIDASE 2-RELATED (1 of 1)",1,4.26047411257091,1.58104713648008e-05,0.00317095995783762
"108","Phvul.002G324900","",3,19.989671714818,1.60458564291872e-05,0.00318837110157739
"109","Phvul.008G088500","PTHR31087:SF11 - PROTEIN LURP-ONE-RELATED 1-RELATED (1 of 9)",1,4.10157379339185,1.64350057004812e-05,0.00323573598470025
"110","Phvul.002G298200","",1,1.61134771104657,1.82146025990615e-05,0.00352148983581856
"111","Phvul.008G238700","",2,13.364293570556,1.80825714043332e-05,0.00352148983581856
"112","Phvul.010G031900","PTHR27002:SF34 - G-TYPE LECTIN S-RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE RLK1 (1 of 3)",1,1.68800250154407,1.89568097301336e-05,0.00363226015007738
"113","Phvul.011G025400","PTHR11709:SF64 - MULTI-COPPER OXIDASE TYPE I FAMILY PROTEIN-RELATED (1 of 1)",1,6.45498650884763,1.9548468311421e-05,0.00371247902622207
"114","Phvul.004G005600","PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 124)",1,3.91345360581792,1.97917477286392e-05,0.00372570970400525
"115","Phvul.004G009761","PTHR16212:SF4 - FOCADHESIN (1 of 11)",1,5.80443970977645,2.02686939985812e-05,0.0037757450744796
"116","Phvul.009G149300","PTHR11165:SF24 - S-PHASE KINASE-ASSOCIATED PROTEIN 1 (1 of 1)",1,2.15778376141199,2.05853762215337e-05,0.0037757450744796
"117","Phvul.008G281000","PF00560 - Leucine Rich Repeat (LRR_1)  (1 of 227)",1,2.40447617840852,2.05577372491751e-05,0.0037757450744796
"118","Phvul.011G192300","3.4.11.2 - Membrane alanyl aminopeptidase / Peptidase E (1 of 2)",1,4.5364353540128,2.09776286938765e-05,0.00378685822508418
"119","Phvul.008G167350","KOG0058 - Peptide exporter, ABC superfamily (1 of 4)",1,6.4764404188026,2.09988876414267e-05,0.00378685822508418
"120","Phvul.003G010700","K01723 - hydroperoxide dehydratase (AOS)  (1 of 5)",1,7.1771431898418,2.15491567982432e-05,0.00383684275434137
"121","Phvul.011G202300","PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 124)",1,3.81366226041595,2.16336427434905e-05,0.00383684275434137
"122","Phvul.011G198300","PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 124)",1,3.86851007290799,2.21530895424312e-05,0.00389676476705388
"123","Phvul.011G170300","",3,16.4934821921601,2.25618194096141e-05,0.00393639548398634
"124","Phvul.008G276251","3.6.3.44 - Xenobiotic-transporting ATPase / Steroid-transporting ATPase (1 of 59)",1,5.0538687516639,2.27714651644263e-05,0.00394093260023055
"125","Phvul.008G003600","K00616 - transaldolase (E2.2.1.2, talA, talB)  (1 of 3)",2,10.9434864154905,2.37068182914605e-05,0.00406998656427793
"126","Phvul.002G098500","",2,7.72116332496055,2.46254811045477e-05,0.00416112460239049
"127","Phvul.004G044200","KOG0580 - Serine/threonine protein kinase (1 of 5)",1,2.85898274567712,2.44579115862352e-05,0.00416112460239049
"128","Phvul.001G138100","4.6.1.16 - tRNA-intron lyase / tRNA splicing endonuclease (1 of 2)",1,2.60823548301705,2.51077633234088e-05,0.00420947344469026
"129","Phvul.002G311800","",3,8.2128098098622,2.54788994767113e-05,0.00423858281217229
"130","Phvul.008G152900","KOG4510 - Permease of the drug/metabolite transporter (DMT) superfamily (1 of 4)",1,5.92662075928591,2.60568553495406e-05,0.00426855050229879
"131","Phvul.002G000500","KOG2350 - Zn-finger protein joined to JAZF1 (predicted suppressor) (1 of 2)",4,18.1929764587139,2.60413703760267e-05,0.00426855050229879
"132","Phvul.004G094500","",1,5.31571953696614,2.66901439363899e-05,0.0043391703702646
"133","Phvul.008G034000","2.4.1.85 - Cyanohydrin beta-glucosyltransferase / Uridine diphosphoglucose:aldehyde cyanohydrin beta-glucosyltransferase (1 of 2)",1,6.98727890683104,2.8126468644026e-05,0.00441829267615013
"134","Phvul.001G232200","",4,19.8945220649805,2.83448903158146e-05,0.00441829267615013
"135","Phvul.001G197900","KOG1437 - Fasciclin and related adhesion glycoproteins (1 of 1)",2,12.0698808018114,2.82290909161994e-05,0.00441829267615013
"136","Phvul.009G120800","PF07800 - Protein of unknown function (DUF1644) (DUF1644)  (1 of 7)",1,5.62686519617216,2.86865177580698e-05,0.00441829267615013
"137","Phvul.008G160400","PTHR16223:SF19 - TRANSCRIPTION FACTOR BHLH83-RELATED (1 of 3)",1,2.19956594675743,2.82339481291524e-05,0.00441829267615013
"138","Phvul.011G201800","",1,5.61812836001148,2.88239037586681e-05,0.00441829267615013
"139","Phvul.004G073425","",1,1.56375669607191,2.87601270638107e-05,0.00441829267615013
"140","Phvul.008G277100","3.6.3.44 - Xenobiotic-transporting ATPase / Steroid-transporting ATPase (1 of 59)",1,4.9432427979366,2.75650547643545e-05,0.00441829267615013
"141","Phvul.007G165100","PTHR11064:SF42 - NUCLEAR TRANSCRIPTION FACTOR Y SUBUNIT B-5 (1 of 3)",1,4.25965656866046,2.92314146126961e-05,0.00444155578808895
"142","Phvul.004G142700","PF00560//PF13855 - Leucine Rich Repeat (LRR_1)  // Leucine rich repeat (LRR_8)  (1 of 35)",1,1.56355147244516,2.93896049351645e-05,0.00444155578808895
"143","Phvul.003G201100","PTHR11453//PTHR11453:SF51 - ANION EXCHANGE PROTEIN // SUBFAMILY NOT NAMED (1 of 2)",1,7.14689694863894,3.02696906969491e-05,0.00454257036612957
"144","Phvul.008G227100","PTHR32227:SF66 - BETA-1, 3-GLUCANASE-LIKE PROTEIN (1 of 1)",1,2.68595332851164,3.13889142740155e-05,0.00461374041315324
"145","Phvul.004G023066","PTHR24221:SF141 - ABC TRANSPORTER B FAMILY MEMBER 15-RELATED (1 of 2)",1,3.30172773382479,3.10745247932986e-05,0.00461374041315324
"146","Phvul.004G008740","PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 124)",1,4.92522275645794,3.12779488942941e-05,0.00461374041315324
"147","Phvul.006G031700","PTHR12526:SF360 - SUCROSE-PHOSPHATE SYNTHASE 3-RELATED (1 of 1)",1,4.01623221220657,3.16094788833846e-05,0.00461455385603696
"148","Phvul.011G114400","PTHR12313//PTHR12313:SF5 - RNF5 // SUBFAMILY NOT NAMED (1 of 2)",3,19.3104946497769,3.24299413693411e-05,0.00465750087086632
"149","Phvul.007G191900","2.1.1.103 - Phosphoethanolamine N-methyltransferase (1 of 8)",4,16.0550286113854,3.23966245671941e-05,0.00465750087086632
"150","Phvul.004G058700","PTHR11017//PTHR11017:SF171 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 15)",1,3.79234442388249,3.25547591160274e-05,0.00465750087086632
"151","Phvul.011G191800","PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 124)",1,3.58163750989463,3.30226548340237e-05,0.00469315346184204
"152","Phvul.009G128132","K10755 - replication factor C subunit 2/4 (RFC2_4)  (1 of 3)",2,2.84357824269311,3.46028361526945e-05,0.00488537410418963
"153","Phvul.011G197800","PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 124)",1,4.03234390709512,3.50309212469096e-05,0.00491348738535084
"154","Phvul.001G196800","PTHR12632:SF7 - NUCLEAR TRANSCRIPTION FACTOR Y SUBUNIT A-10-RELATED (1 of 2)",4,27.1719642976535,3.54990792629294e-05,0.00494681974663938
"155","Phvul.008G257800","PTHR10366:SF369 - CINNAMOYL-COA REDUCTASE-LIKE PROTEIN (1 of 4)",2,12.2535987230209,3.8243917965406e-05,0.00528483451120581
"156","Phvul.011G194032","",1,1.49672901145614,3.84172499416639e-05,0.00528483451120581
"157","Phvul.002G137100","PTHR10694:SF33 - TRANSCRIPTION FACTOR JUMONJI (JMJ) FAMILY PROTEIN / ZINC FINGER (C5HC2 TYPE) FAMILY PROTEIN (1 of 3)",1,6.92408779030566,3.97844058546832e-05,0.00543377291408098
"158","Phvul.001G255300","PF05212 - Protein of unknown function (DUF707) (DUF707)  (1 of 10)",2,10.051623561063,4.02487030334137e-05,0.00543377291408098
"159","Phvul.007G036200","",1,7.30195574867668,4.02595476858749e-05,0.00543377291408098
"160","Phvul.007G080500","K02964 - small subunit ribosomal protein S18e (RP-S18e, RPS18)  (1 of 2)",1,6.10524055911815,4.25076042251501e-05,0.00570133241669826
"161","Phvul.010G026350","",1,4.69370220398356,4.33712577246588e-05,0.00578103845199489
"162","Phvul.004G142401","",1,1.49314840395844,4.43005309996089e-05,0.00584366804161929
"163","Phvul.009G196200","PTHR31422:SF1 - EXPRESSED PROTEIN (1 of 2)",1,3.25773597910462,4.43857358240422e-05,0.00584366804161929
"164","Phvul.004G145500","1.1.1.334 - Methylecgonone reductase (1 of 2)",1,6.98559228053239,4.72860472619831e-05,0.00618755228196438
"165","Phvul.011G009400","",2,7.64141584036512,4.83227284112903e-05,0.00620961527967838
"166","Phvul.006G125100","PTHR22762:SF82 - PROTEIN AAGR-1 (1 of 1)",1,4.55637996081754,4.8094742734303e-05,0.00620961527967838
"167","Phvul.010G027601","",1,4.76225457358833,4.82157405256495e-05,0.00620961527967838
"168","Phvul.011G016400","K03086 - RNA polymerase primary sigma factor (SIG1, rpoD)  (1 of 1)",1,4.10698635831902,4.91132131934271e-05,0.00627362830435087
"169","Phvul.004G020300","PTHR14677:SF2 - AN1-TYPE ZINC FINGER PROTEIN 1 (1 of 2)",1,5.62291945758064,5.01003656368915e-05,0.00629865070881056
"170","Phvul.007G258800","PF12796//PF13962 - Ankyrin repeats (3 copies) (Ank_2)  // Domain of unknown function (PGG)  (1 of 27)",1,7.02127579893132,5.01896212118642e-05,0.00629865070881056
"171","Phvul.004G098301","PF04554 - Extensin-like region (Extensin_2)  (1 of 3)",1,9.68563335216319,4.96403607424434e-05,0.00629865070881056
"172","Phvul.003G186700","PTHR31434:SF2 - S PHASE CYCLIN A-ASSOCIATED PROTEIN IN THE ENDOPLASMIC RETICULUM (1 of 1)",1,6.5330940020107,5.14298568112147e-05,0.00634301567338315
"173","Phvul.009G142400","",2,13.3736098679336,5.10690581555941e-05,0.00634301567338315
"174","Phvul.008G171300","PTHR10551//PTHR10551:SF12 - FASCIN // SUBFAMILY NOT NAMED (1 of 2)",1,6.35908664837315,5.11628911704766e-05,0.00634301567338315
"175","Phvul.011G161100","1.14.13.173 - 11-oxo-beta-amyrin 30-oxidase / CYP72A154 (1 of 17)",1,5.72959164548188,5.26482003223477e-05,0.00645617359381475
"176","Phvul.005G069700","K14297 - nuclear pore complex protein Nup98-Nup96 (NUP98, ADAR2, NUP116)  (1 of 3)",1,4.8279724692039,5.41902778512492e-05,0.00657018848976162
"177","Phvul.004G013100","PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 124)",1,3.59080884852676,5.40375008782576e-05,0.00657018848976162
"178","Phvul.005G005800","",3,16.1866866524096,5.5831975452532e-05,0.00673120333264796
"179","Phvul.006G059500","",6,33.2958874085199,5.66006766531747e-05,0.00678575710043088
"180","Phvul.009G236300","PTHR22951//PTHR22951:SF17 - CLATHRIN ASSEMBLY PROTEIN // SUBFAMILY NOT NAMED (1 of 2)",1,4.45124245330276,5.90215167772865e-05,0.00703667638911427
"181","Phvul.007G052500","PTHR27002:SF122 - CYSTEINE-RICH RECEPTOR-LIKE PROTEIN KINASE 28-RELATED (1 of 17)",1,3.9271477009903,5.96492223965639e-05,0.00707222272171415
