"","target_id","gene_description","num_aggregated_transcripts","sum_mean_obs_counts","pval","qval"
"58","Phvul.009G086400","K17499 - protein phosphatase 1G [EC:3.1.3.16] (PPM1G, PP2CG)  (1 of 3)",2,11.5291503165605,1.49379193459916e-06,0.000552445395324299
"59","Phvul.010G157900","K14972 - PAX-interacting protein 1 (PAXIP1, PTIP)  (1 of 2)",3,19.4592764386856,1.65776824391415e-06,0.00060146079710553
"60","Phvul.007G050400","PF01657//PF07714 - Salt stress response/antifungal (Stress-antifung)  // Protein tyrosine kinase (Pkinase_Tyr)  (1 of 40)",1,5.50216589738435,1.6915364068536e-06,0.00060348380541847
"61","Phvul.010G099400","",3,12.1620405867349,1.81391915207072e-06,0.000636536940479113
"62","Phvul.010G094800","K15095 - (+)-neomenthol dehydrogenase (E1.1.1.208)  (1 of 10)",2,11.9212197529744,1.91355112212659e-06,0.000660668956778093
"63","Phvul.009G234500","KOG0617 - Ras suppressor protein (contains leucine-rich repeats) (1 of 30)",1,6.26217972593571,1.95601149762907e-06,0.000664609239972188
"64","Phvul.009G104400","PTHR31744:SF6 - NAC DOMAIN CONTAINING PROTEIN 38 (1 of 2)",2,6.95053418289409,2.15828895846804e-06,0.000721880210077609
"65","Phvul.009G105300","",1,6.9101017575992,2.26806013546188e-06,0.000724628287458163
"66","Phvul.005G174000","K03301 - ATP:ADP antiporter, AAA family (TC.AAA)  (1 of 3)",1,6.01797207771191,2.20158871936287e-06,0.000724628287458163
"67","Phvul.009G116600","PTHR22595:SF34 - BASIC ENDOCHITINASE B (1 of 8)",1,8.33074686521744,2.24315122051715e-06,0.000724628287458163
"68","Phvul.002G310600","PTHR23500:SF14 - SUGAR TRANSPORT PROTEIN 14 (1 of 3)",1,7.00318484347283,2.488934553186e-06,0.000783501956551464
"69","Phvul.004G025000","PTHR23070//PTHR23070:SF19 - BCS1 AAA-TYPE ATPASE // SUBFAMILY NOT NAMED (1 of 1)",2,6.6417775240405,2.58229447001462e-06,0.000801110078625114
"70","Phvul.009G052700","",4,20.5394074845502,2.63499553183381e-06,0.000805781633634778
"71","Phvul.007G102300","PTHR12919//PTHR12919:SF23 - 30S RIBOSOMAL PROTEIN S16 // SUBFAMILY NOT NAMED (1 of 1)",2,10.3777999160477,2.84973158376318e-06,0.00085917400397232
"72","Phvul.001G014900","PTHR32227:SF69 - GLYCOSYL HYDROLASE FAMILY 17 PROTEIN (1 of 1)",2,12.6197587032301,3.06854037106749e-06,0.000902968801013981
"73","Phvul.002G033200","PTHR10366//PTHR10366:SF375 - NAD DEPENDENT EPIMERASE/DEHYDRATASE // SUBFAMILY NOT NAMED (1 of 9)",1,5.77385904245995,3.07935730514905e-06,0.000902968801013981
"74","Phvul.001G042200","PTHR31429:SF3 - WRKY TRANSCRIPTION FACTOR 40-RELATED (1 of 4)",1,4.00159070014638,3.17534634948204e-06,0.000918533296716385
"75","Phvul.001G085200","PTHR36762:SF2 - A.THALIANA MRNA (ORF19) FROM CHROMOSOME III (1 of 1)",1,6.04955885236801,3.34102424762987e-06,0.000953572867263534
"76","Phvul.002G213300","3.5.1.19 - Nicotinamidase / Nicotine deamidase (1 of 2)",1,6.52181902604856,3.54606806238775e-06,0.000998778065045686
"77","Phvul.009G262300","PTHR22835:SF262 - GDSL ESTERASE/LIPASE 5-RELATED (1 of 3)",1,6.30265861256004,3.77641762702118e-06,0.0010205711165855
"78","Phvul.006G089000","PTHR33565:SF1 - DORMANCY/AUXIN ASSOCIATED PROTEIN (1 of 2)",2,16.9614147346777,3.74999782668289e-06,0.0010205711165855
"79","Phvul.003G117200","PTHR31080:SF18 - CELL WALL / VACUOLAR INHIBITOR OF FRUCTOSIDASE 1-RELATED (1 of 5)",1,4.52548953532217,3.71540623796993e-06,0.0010205711165855
"80","Phvul.003G058000","PTHR31828:SF1 - PHOSPHOLIPASE A1-IIALPHA-RELATED (1 of 3)",1,5.41323066268441,3.81414973964495e-06,0.0010205711165855
"81","Phvul.010G133600","",2,12.8066655438431,4.1829757626109e-06,0.00109196072163962
"82","Phvul.002G144600","PTHR11695:SF497 - CINNAMYL ALCOHOL DEHYDROGENASE 6-RELATED (1 of 3)",1,7.14286169480844,4.18164005721104e-06,0.00109196072163962
"83","Phvul.006G105400","4.1.2.48 - Low-specificity L-threonine aldolase (1 of 2)",2,11.1007153632035,4.58807998259668e-06,0.00118328241093331
"84","Phvul.007G108900","",2,14.5432333064158,4.81632897197036e-06,0.00122736116635711
"85","Phvul.006G124700","PTHR32448:SF25 - FAD-BINDING BERBERINE FAMILY PROTEIN-RELATED (1 of 5)",1,3.88884807989302,4.96131732095944e-06,0.0012494348067348
"86","Phvul.006G021700","K16296 - serine carboxypeptidase-like clade I [EC:3.4.16.-] (SCPL-I)  (1 of 6)",3,15.2867760746473,5.07342094423167e-06,0.00126280986897934
"87","Phvul.006G142400","",2,10.3694112737666,5.22235584192745e-06,0.00128493964542873
"88","Phvul.007G092300","PTHR32295:SF32 - PROTEIN IQ-DOMAIN 3-RELATED (1 of 4)",5,17.9112188997547,5.28993094604418e-06,0.00128677570262525
"89","Phvul.009G173900","",1,3.36582456560438,5.49781391262618e-06,0.00132231690577164
"90","Phvul.L003037","",8,32.5502157516792,5.76486801797293e-06,0.00132516963635839
"91","Phvul.008G187800","",4,21.3511390306171,5.83292911086935e-06,0.00132516963635839
"92","Phvul.005G171900","KOG0265//KOG0279 - U5 snRNP-specific protein-like factor and related proteins // G protein beta subunit-like protein (1 of 1)",1,6.44339675755346,5.94301995190159e-06,0.00132516963635839
"93","Phvul.001G056800","",2,14.3176556075532,5.92662378240487e-06,0.00132516963635839
"94","Phvul.002G025000","1.14.13.121 - Premnaspirodiene oxygenase / Hyoscymus muticus premnaspirodiene oxygenase (1 of 13)",1,6.79058909345862,5.63736048855573e-06,0.00132516963635839
"95","Phvul.008G158106","K13495 - cis-zeatin O-glucosyltransferase (CISZOG)  (1 of 5)",1,5.11047578123193,5.77459901352334e-06,0.00132516963635839
"96","Phvul.005G045100","PTHR33076:SF4 - NON-SPECIFIC LIPID-TRANSFER PROTEIN 8 (1 of 1)",1,7.40563722477266,5.664111638301e-06,0.00132516963635839
"97","Phvul.002G306200","1.13.99.1 - Inositol oxygenase / Myo-inositol oxygenase (1 of 8)",1,7.50759866863402,6.08413632968119e-06,0.00134264971415624
"98","Phvul.010G066900","1.11.1.7 - Peroxidase / Lactoperoxidase (1 of 96)",1,4.64140501119955,6.50760189568288e-06,0.00138048128301595
"99","Phvul.005G038500","",1,3.91708130695289,6.50493950366074e-06,0.00138048128301595
"100","Phvul.004G111500","",2,2.28901950591849,6.64251014438211e-06,0.00138048128301595
"101","Phvul.005G089800","4.2.3.75 - (-)-germacrene D synthase (1 of 15)",1,7.04006876699507,6.60827480981977e-06,0.00138048128301595
"102","Phvul.008G011900","PTHR19375//PTHR19375:SF227 - HEAT SHOCK PROTEIN 70KDA // SUBFAMILY NOT NAMED (1 of 5)",1,6.50905056481594,6.46177015591787e-06,0.00138048128301595
"103","Phvul.003G233200","PTHR22952//PTHR22952:SF186 - CAMP-RESPONSE ELEMENT BINDING PROTEIN-RELATED // SUBFAMILY NOT NAMED (1 of 2)",1,5.14509139836323,6.59087238969885e-06,0.00138048128301595
"104","Phvul.010G141050","3.1.3.75 - Phosphoethanolamine/phosphocholine phosphatase / PHOSPHO1 (1 of 7)",3,12.0440861972659,6.85640892850507e-06,0.00138910453903328
"105","Phvul.006G096400","",3,8.64205542005562,6.87868266549229e-06,0.00138910453903328
"106","Phvul.004G061900","PTHR23500:SF118 - PLASTIDIC GLUCOSE TRANSPORTER 4 (1 of 3)",1,7.28350009988988,6.75300016258469e-06,0.00138910453903328
"107","Phvul.008G011400","PTHR19375//PTHR19375:SF227 - HEAT SHOCK PROTEIN 70KDA // SUBFAMILY NOT NAMED (1 of 5)",1,6.3523243922842,7.09644291579858e-06,0.00141968651453817
"108","Phvul.006G151100","3.5.4.4 - Adenosine deaminase / Adenosine aminohydrolase (1 of 2)",3,9.97132697850671,7.37664929103896e-06,0.00144866563966954
"109","Phvul.007G032600","PTHR10165:SF80 - LIPID PHOSPHATE PHOSPHATASE 1-RELATED (1 of 4)",4,17.6268528949975,7.31009706616764e-06,0.00144866563966954
"110","Phvul.011G166800","",1,6.84603552366575,8.16683219771308e-06,0.00154707265508182
"111","Phvul.008G000400","PTHR14791//PTHR14791:SF27 - BOMB/KIRA PROTEINS // SUBFAMILY NOT NAMED (1 of 1)",2,10.8321096491157,8.10165834285806e-06,0.00154707265508182
"112","Phvul.003G194400","PTHR21319:SF17 - ZINC ION BINDING PROTEIN (1 of 1)",1,8.74512401996841,8.13542067379088e-06,0.00154707265508182
"113","Phvul.006G161200","PTHR31352:SF3 - INACTIVE BETA-AMYLASE 9 (1 of 1)",1,7.34872980990273,8.14280898680658e-06,0.00154707265508182
"114","Phvul.011G160700","",1,3.25667361668971,8.40850808205464e-06,0.00157888178951282
"115","Phvul.007G177300","K02721 - photosystem II PsbW protein (psbW)  (1 of 2)",1,4.80706431751212,8.83480790102145e-06,0.00164450346025448
"116","Phvul.002G174500","",1,5.68373572815411,9.05659797649755e-06,0.00166718441795983
"117","Phvul.009G044400","K05279 - flavonol 3-O-methyltransferase (E2.1.1.76)  (1 of 1)",1,7.70829732656038,9.11242534342241e-06,0.00166718441795983
"118","Phvul.009G239100","6.1.1.6 - Lysine--tRNA ligase / Lysyl-tRNA synthetase (1 of 4)",1,5.63303423289955,9.1988173765027e-06,0.00166872783696116
"119","Phvul.003G025800","PTHR10696//PTHR10696:SF29 - GAMMA-BUTYROBETAINE HYDROXYLASE-RELATED // SUBFAMILY NOT NAMED (1 of 1)",1,4.56682981189623,9.81777020867357e-06,0.00176168368692745
"120","Phvul.007G140600","K00051 - malate dehydrogenase (NADP+) (E1.1.1.82)  (1 of 1)",1,6.80866090481355,9.87583118897944e-06,0.00176168368692745
"121","Phvul.004G116400","PTHR22814//PTHR22814:SF52 - COPPER TRANSPORT PROTEIN ATOX1-RELATED // SUBFAMILY NOT NAMED (1 of 3)",2,11.002998004959,1.01823395561962e-05,0.00180134843421434
"122","Phvul.009G116500","PTHR22595:SF34 - BASIC ENDOCHITINASE B (1 of 8)",1,6.48044902332658,1.02680344155326e-05,0.00180161921884337
"123","Phvul.007G082000","",4,11.9755406135031,1.03812987869061e-05,0.00180668359213425
"124","Phvul.L002060","",2,11.934044896834,1.06914570660309e-05,0.00184565588673756
"125","Phvul.008G084700","",3,13.2182613844303,1.08084305820818e-05,0.00185092212032034
"126","Phvul.006G086100","PF00501//PF13193 - AMP-binding enzyme (AMP-binding)  // AMP-binding enzyme C-terminal domain (AMP-binding_C)  (1 of 29)",1,5.53105551935782,1.12390310607308e-05,0.00190938649909526
"127","Phvul.006G142700","K14445 - solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5 (SLC13A2_3_5)  (1 of 1)",1,6.148935675745,1.15489091218057e-05,0.00194658227292419
"128","Phvul.008G053600","PTHR11802//PTHR11802:SF102 - SERINE PROTEASE FAMILY S10 SERINE CARBOXYPEPTIDASE // SUBFAMILY NOT NAMED (1 of 1)",1,6.81661615582772,1.1787787974595e-05,0.00196295245998112
"129","Phvul.003G042700","PF07168 - Ureide permease (Ureide_permease)  (1 of 3)",1,6.36617323852079,1.18294341463872e-05,0.00196295245998112
"130","Phvul.003G114300","",4,25.9704077428945,1.20820108308773e-05,0.00198944249112122
"131","Phvul.007G257500","PTHR24298:SF129 - CYTOCHROME P450 (1 of 6)",1,6.26754793128437,1.23740404631691e-05,0.00202197488667632
"132","Phvul.004G055800","KOG1176 - Acyl-CoA synthetase (1 of 11)",1,5.51377880980185,1.32094370371489e-05,0.00212632058859454
"133","Phvul.011G214400","PF00069//PF01453 - Protein kinase domain (Pkinase)  // D-mannose binding lectin (B_lectin)  (1 of 8)",1,4.5299203278696,1.32112790004239e-05,0.00212632058859454
"134","Phvul.009G190797","PTHR14363:SF17 - HEPARANASE-LIKE PROTEIN 1-RELATED (1 of 2)",3,16.6559576375844,1.33603667534926e-05,0.00213426873675568
"135","Phvul.009G060000","",1,4.80512503960241,1.36761923128447e-05,0.00215259244594671
"136","Phvul.008G050850","",2,10.8711330973679,1.36127314723567e-05,0.00215259244594671
"137","Phvul.006G193100","",2,7.29861331857775,1.42158652436147e-05,0.00222120300295487
"138","Phvul.010G063900","PTHR21495:SF77 - DIRIGENT PROTEIN 19 (1 of 6)",1,8.23105461377483,1.47167128501048e-05,0.00225583473443522
"139","Phvul.006G122600","",2,14.5151488398523,1.50698106616947e-05,0.00225583473443522
"140","Phvul.001G141600","PTHR31314:SF7 - MYB-LIKE HTH TRANSCRIPTIONAL REGULATOR FAMILY PROTEIN (1 of 4)",1,5.78098663887091,1.50159005140992e-05,0.00225583473443522
"141","Phvul.002G156500","PTHR22950:SF269 - EXPRESSED PROTEIN (1 of 5)",1,6.70954619418821,1.48001182224577e-05,0.00225583473443522
"142","Phvul.009G075100","PTHR11825:SF54 - BRANCHED-CHAIN-AMINO-ACID AMINOTRANSFERASE 1, MITOCHONDRIAL (1 of 1)",1,6.3726110365659,1.49413612612713e-05,0.00225583473443522
"143","Phvul.011G169900","PF00197 - Trypsin and protease inhibitor (Kunitz_legume)  (1 of 24)",1,4.72288467470653,1.50421103484062e-05,0.00225583473443522
"144","Phvul.006G179600","PTHR22835//PTHR22835:SF261 - ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 2)",1,5.39386406958337,1.54022906828942e-05,0.00227180349440511
"145","Phvul.010G099700","PTHR15486:SF27 - GLYCEROL-3-PHOSPHATE 2-O-ACYLTRANSFERASE 4-RELATED (1 of 1)",1,5.37019101744465,1.56181469448444e-05,0.00227180349440511
"146","Phvul.L001604","",3,13.6134335062491,1.53271630823135e-05,0.00227180349440511
"147","Phvul.008G181400","PTHR11002:SF19 - CARBONIC ANHYDRASE (1 of 1)",2,8.65230253450077,1.5707134316171e-05,0.00227180349440511
"148","Phvul.003G226900","K01177 - beta-amylase (E3.2.1.2)  (1 of 5)",1,5.71899007897496,1.55524415315039e-05,0.00227180349440511
"149","Phvul.004G162300","1.2.1.5 - Aldehyde dehydrogenase (NAD(P)(+)) (1 of 4)",1,4.82616826209102,1.60770295128494e-05,0.00230969727350372
"150","Phvul.002G066300","PF07063 - Domain of unknown function (DUF1338) (DUF1338)  (1 of 1)",1,6.18350195023022,1.61898003530216e-05,0.00231039244237854
"151","Phvul.009G132900","1.2.1.25 - 2-oxoisovalerate dehydrogenase (acylating) (1 of 2)",1,3.70374489520929,1.66926375695303e-05,0.0023663748332011
"152","Phvul.007G035100","",2,12.3828092810129,1.6812667408906e-05,0.00236771025365159
"153","Phvul.003G123566","K04551 - ubiquitin B (UBB)  (1 of 2)",2,13.2897185167133,1.76709747959943e-05,0.00245626549664321
"154","Phvul.009G064700","PTHR11183:SF44 - UDP-GLUCURONATE:XYLAN ALPHA-GLUCURONOSYLTRANSFERASE 2 (1 of 2)",1,4.86123928444309,1.76372138631069e-05,0.00245626549664321
"155","Phvul.002G084400","PTHR11214:SF129 - BETA-1,3-GALACTOSYLTRANSFERASE 15 (1 of 1)",1,6.14025093260078,1.82630865498312e-05,0.00252219116571411
"156","Phvul.004G039300","PTHR13593:SF46 - F21F23.12 PROTEIN (1 of 3)",1,4.65957364175713,1.84757653150134e-05,0.00253520661752036
"157","Phvul.007G058500","",2,7.18887276130896,1.8594640433235e-05,0.00253526670773139
"158","Phvul.008G194600","",1,4.71511411720192,1.90913661920103e-05,0.00253832164413772
"159","Phvul.001G200500","PTHR31300:SF3 - GB (1 of 2)",2,7.74246344491145,1.88997030231513e-05,0.00253832164413772
"160","Phvul.011G024801","PTHR31692:SF4 - EXPANSIN-LIKE A1-RELATED (1 of 1)",1,7.48008303402886,1.8834471052929e-05,0.00253832164413772
"161","Phvul.008G273200","K08503 - syntaxin of plants SYP5 (SYP5)  (1 of 2)",2,12.6842727425413,1.9066543123191e-05,0.00253832164413772
"162","Phvul.011G150100","PTHR27002:SF9 - CYSTEINE-RICH RECEPTOR-LIKE PROTEIN KINASE 27-RELATED (1 of 4)",1,4.16755986854957,1.95493648484311e-05,0.00258317101200936
"163","Phvul.008G052500","K08057 - calreticulin (CALR)  (1 of 3)",3,18.3658135739263,2.0581414895252e-05,0.0027028574677777
"164","Phvul.004G088300","",3,10.1360401143913,2.16808091197196e-05,0.00281272363646495
"165","Phvul.001G032150","K09338 - homeobox-leucine zipper protein (HD-ZIP)  (1 of 50)",1,6.34066079112568,2.16633124113276e-05,0.00281272363646495
"166","Phvul.004G099900","PF00560//PF08263//PF13855 - Leucine Rich Repeat (LRR_1)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 49)",1,4.4840290126089,2.19697985145399e-05,0.00283304522290506
"167","Phvul.002G072400","2.4.1.15//3.1.3.12 - Alpha,alpha-trehalose-phosphate synthase (UDP-forming) / UDP-glucose--glucose-phosphate glucosyltransferase // Trehalose-phosphatase / Trehalose 6-phosphate phosphatase (1 of 9)",2,12.330702471666,2.26586493593251e-05,0.00285736152823856
"168","Phvul.003G128400","",1,6.80325683642856,2.26923040175911e-05,0.00285736152823856
"169","Phvul.004G153300","PTHR31066:SF12 - EXPRESSED PROTEIN (1 of 2)",1,6.77070587448709,2.26149510724629e-05,0.00285736152823856
"170","Phvul.011G132500","",1,3.92337017657115,2.25522985331949e-05,0.00285736152823856
"171","Phvul.011G086200","PTHR31945:SF17 - TRANSCRIPTION FACTOR FER-LIKE IRON DEFICIENCY-INDUCED TRANSCRIPTION FACTOR (1 of 2)",1,6.14727718604017,2.297216769539e-05,0.00287568550694455
"172","Phvul.007G200000","PTHR13620:SF15 - EXONUCLEASE MUT-7 HOMOLOG-RELATED (1 of 1)",1,5.4142689686082,2.34707793235166e-05,0.00292102036162323
"173","Phvul.008G084800","",3,17.1980556797518,2.37520174742145e-05,0.00293893460146263
"174","Phvul.002G134200","PTHR10218:SF192 - EXTRA-LARGE GUANINE NUCLEOTIDE-BINDING PROTEIN 3 (1 of 2)",3,17.239979738804,2.51609365912346e-05,0.00304290965351394
"175","Phvul.006G209100","PTHR31235:SF16 - PEROXIDASE 13-RELATED (1 of 1)",2,7.58955570319644,2.51504404747034e-05,0.00304290965351394
"176","Phvul.008G022000","1.5.5.2 - Proline dehydrogenase (1 of 3)",1,4.53274712919549,2.4914969798261e-05,0.00304290965351394
"177","Phvul.001G121600","K14819 - dual specificity phosphatase 12 [EC:3.1.3.16 3.1.3.48] (DUSP12, YVH1)  (1 of 3)",1,6.45673468185447,2.49045504440559e-05,0.00304290965351394
"178","Phvul.001G121000","",2,10.243794106693,2.55506138722463e-05,0.00305551084105756
"179","Phvul.005G049000","PTHR22750 - G-PROTEIN COUPLED RECEPTOR (1 of 2)",1,3.65672135029362,2.54563516250126e-05,0.00305551084105756
"180","Phvul.001G182900","",2,10.9660062802045,2.57201318765898e-05,0.00305869523861267
"181","Phvul.007G258600","PTHR31314:SF7 - MYB-LIKE HTH TRANSCRIPTIONAL REGULATOR FAMILY PROTEIN (1 of 4)",1,1.56731581448912,2.59527739168465e-05,0.00306930982576804
"182","Phvul.009G094100","PTHR24089:SF348 - ADENINE NUCLEOTIDE TRANSPORTER BT1, CHLOROPLASTIC/MITOCHONDRIAL (1 of 3)",1,6.9978370747888,2.66507340739129e-05,0.0031345363383856
"183","Phvul.006G160800","PTHR20863:SF29 - ACYL CARRIER PROTEIN 1, CHLOROPLASTIC-RELATED (1 of 3)",1,6.27977228353895,2.82692747801507e-05,0.00328280754467467
"184","Phvul.001G145900","PTHR21495:SF71 - DIRIGENT PROTEIN 1-RELATED (1 of 10)",1,6.56745976965995,2.83714564031026e-05,0.00328280754467467
"185","Phvul.002G111900","K09755 - ferulate-5-hydroxylase (CYP84A, F5H)  (1 of 3)",1,5.30299314782666,2.82360796779226e-05,0.00328280754467467
"186","Phvul.008G111800","PF00560//PF13855 - Leucine Rich Repeat (LRR_1)  // Leucine rich repeat (LRR_8)  (1 of 35)",1,5.42796520510123,2.8902115480742e-05,0.00332622948376754
"187","Phvul.011G006000","",3,11.3561143052643,2.90795786071032e-05,0.00332875646878957
"188","Phvul.010G165100","K15813 - beta-amyrin synthase (LUP4)  (1 of 8)",1,6.98571434256755,2.93075052716246e-05,0.00333700243534254
"189","Phvul.010G137800","PTHR31953:SF16 - BETA-FRUCTOFURANOSIDASE, INSOLUBLE ISOENZYME CWINV1-RELATED (1 of 3)",1,4.15545800068882,2.95724005707737e-05,0.00334934818316392
"190","Phvul.011G071200","K10643 - CCR4-NOT transcription complex subunit 4 (CNOT4, NOT4, MOT2)  (1 of 2)",13,56.5741433971344,3.00929004221807e-05,0.00335504492936042
"191","Phvul.001G163000","",6,23.5515393616296,2.99384215566017e-05,0.00335504492936042
"192","Phvul.011G167000","K01183 - chitinase (E3.2.1.14)  (1 of 23)",1,4.24104515174286,3.00391432987522e-05,0.00335504492936042
