"","target_id","gene_description","num_aggregated_transcripts","sum_mean_obs_counts","pval","qval"
"45","Phvul.006G116100","PF02519 - Auxin responsive protein (Auxin_inducible)  (1 of 85)",1,4.3904483348656,1.55265335948633e-07,7.48482429496374e-05
"46","Phvul.004G150300","PTHR12233:SF2 - DOWN SYNDROME CRITICAL REGION PROTEIN 3 (1 of 2)",4,14.0508621964495,1.659706054422e-07,7.82695726925575e-05
"47","Phvul.007G246500","",5,21.649255487055,1.70561644443156e-07,7.87232713384122e-05
"48","Phvul.008G257800","PTHR10366:SF369 - CINNAMOYL-COA REDUCTASE-LIKE PROTEIN (1 of 4)",2,10.9412359202359,1.75607414216955e-07,7.93635757626751e-05
"49","Phvul.002G134700","PTHR21493//PTHR21493:SF2 - CGI-141-RELATED/LIPASE CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 9)",1,4.44797539865864,1.87995107503692e-07,8.32281197362774e-05
"50","Phvul.010G045000","",4,19.7122736082251,2.50074117839528e-07,0.000103921126868064
"51","Phvul.004G010800","",2,8.65092602609145,2.49355093431185e-07,0.000103921126868064
"52","Phvul.010G026100","PF00931//PF13676 - NB-ARC domain (NB-ARC)  // TIR domain (TIR_2)  (1 of 30)",1,4.68909465829493,2.51623983861883e-07,0.000103921126868064
"53","Phvul.008G057800","2.1.1.158 - 7-methylxanthosine synthase / XRS1 (1 of 5)",1,4.49210060010686,2.53898479878641e-07,0.000103921126868064
"54","Phvul.006G052200","PTHR24223:SF181 - ABC TRANSPORTER C FAMILY MEMBER 3-RELATED (1 of 2)",1,5.87363885331202,2.7425586588948e-07,0.000110174675902602
"55","Phvul.005G159800","PTHR22850:SF85 - WD-40 REPEAT-CONTAINING PROTEIN MSI4-RELATED (1 of 1)",1,6.07012242004454,2.80985443990026e-07,0.000110825767935921
"56","Phvul.003G186700","PTHR31434:SF2 - S PHASE CYCLIN A-ASSOCIATED PROTEIN IN THE ENDOPLASMIC RETICULUM (1 of 1)",1,6.58393244777667,3.29672428920954e-07,0.000125293457107478
"57","Phvul.008G276201","3.6.3.44 - Xenobiotic-transporting ATPase / Steroid-transporting ATPase (1 of 59)",1,5.6393679821857,3.24532778842757e-07,0.000125293457107478
"58","Phvul.010G028700","PF01582//PF05729 - TIR domain (TIR)  // NACHT domain (NACHT)  (1 of 1)",1,4.73776725856622,3.34993800407215e-07,0.000125293457107478
"59","Phvul.011G184600","K13691 - pathogen-inducible salicylic acid glucosyltransferase [EC:2.4.1.-] Glc b1-2 SA (SGT1)  (1 of 9)",1,4.4940200172741,3.60487763436925e-07,0.000132543407665037
"60","Phvul.008G289500","4.3.1.24 - Phenylalanine ammonia-lyase (1 of 6)",1,7.42513336716643,3.99881577158947e-07,0.000142207066447689
"61","Phvul.010G027700","",1,5.6683808332693,3.96742143073036e-07,0.000142207066447689
"62","Phvul.005G077000","",1,4.77101300166946,4.1970952518541e-07,0.000146850947255598
"63","Phvul.004G082600","PTHR19139:SF167 - AQUAPORIN PIP2-1-RELATED (1 of 5)",1,6.25853526106328,4.5303712558337e-07,0.000155995783575874
"64","Phvul.009G142400","",2,12.7925701327464,5.07625459346031e-07,0.000172061235774898
"65","Phvul.004G013000","PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 124)",1,5.721635560336,5.80964987540097e-07,0.000193890361149344
"66","Phvul.003G114300","",4,26.6437137089604,5.94196456936443e-07,0.000195301571823064
"67","Phvul.003G015500","",2,11.3191509529321,6.37232307726829e-07,0.000206320603754002
"68","Phvul.010G024100","",3,10.5176884072928,6.95593473926289e-07,0.000221904547498279
"69","Phvul.004G015666","",2,5.21657987182852,7.19204524244409e-07,0.000226111648470057
"70","Phvul.010G021200","",3,18.2413525644505,7.45515303741464e-07,0.00023103519262948
"71","Phvul.007G054300","PTHR23024//PTHR23024:SF193 - MEMBER OF 'GDXG' FAMILY OF LIPOLYTIC ENZYMES // SUBFAMILY NOT NAMED (1 of 2)",1,3.40396925150567,7.76668447408974e-07,0.000237299558163984
"72","Phvul.007G191900","2.1.1.103 - Phosphoethanolamine N-methyltransferase (1 of 8)",4,17.8230922439051,8.03575920376429e-07,0.000242110728343415
"73","Phvul.002G239100","",2,8.90985850491502,8.94091383693956e-07,0.000265692114883192
"74","Phvul.004G005300","",2,11.0214988357485,9.10551201515592e-07,0.000266926854249699
"75","Phvul.002G000500","KOG2350 - Zn-finger protein joined to JAZF1 (predicted suppressor) (1 of 2)",4,18.7600244772072,9.4115496915333e-07,0.000271250491945773
"76","Phvul.008G160400","PTHR16223:SF19 - TRANSCRIPTION FACTOR BHLH83-RELATED (1 of 3)",1,2.02834352116609,9.50308273999851e-07,0.000271250491945773
"77","Phvul.006G181500","",2,9.28722098588171,1.01882664340135e-06,0.000287031251627344
"78","Phvul.001G045900","PTHR23315:SF59 - ARMADILLO/BETA-CATENIN-LIKE REPEAT-CONTAINING PROTEIN-RELATED (1 of 2)",2,12.2091205249123,1.13336846538974e-06,0.000311217242021515
"79","Phvul.006G137200","",2,2.48770379218603,1.13085653206746e-06,0.000311217242021515
"80","Phvul.006G031700","PTHR12526:SF360 - SUCROSE-PHOSPHATE SYNTHASE 3-RELATED (1 of 1)",1,4.23673704125928,1.19224236736508e-06,0.000315406264332324
"81","Phvul.008G264800","",3,5.52406986823992,1.1738861984278e-06,0.000315406264332324
"82","Phvul.008G152700","",1,4.05363249078041,1.19053915591803e-06,0.000315406264332324
"83","Phvul.002G051500","",1,7.21632264075806,1.22595029272634e-06,0.000320416140965212
"84","Phvul.005G090700","PTHR24115:SF520 - KINESIN-2-RELATED (1 of 2)",2,11.2514182549386,1.31245890918795e-06,0.000334608030067174
"85","Phvul.010G139700","",4,10.2818171561745,1.32652425140723e-06,0.000334608030067174
"86","Phvul.004G002700","PF14368 - Probable lipid transfer (LTP_2)  (1 of 66)",1,4.91440583781245,1.31421301231235e-06,0.000334608030067174
"87","Phvul.001G089000","PF03004 - Plant transposase (Ptta/En/Spm family) (Transposase_24)  (1 of 17)",1,2.35938772599974,1.39805029751295e-06,0.000344635285272141
"88","Phvul.011G194700","PTHR27002:SF95 - G-TYPE LECTIN S-RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE B120 (1 of 12)",1,5.42048472126227,1.39165386098524e-06,0.000344635285272141
"89","Phvul.010G063900","PTHR21495:SF77 - DIRIGENT PROTEIN 19 (1 of 6)",1,8.22290978285114,1.48466779081288e-06,0.000358611512901946
"90","Phvul.008G277100","3.6.3.44 - Xenobiotic-transporting ATPase / Steroid-transporting ATPase (1 of 59)",1,5.14092668017775,1.48780879367423e-06,0.000358611512901946
"91","Phvul.009G105300","",1,7.14895690899748,1.52396872290163e-06,0.000359904072971192
"92","Phvul.010G032200","",2,13.3320584447466,1.52635295779052e-06,0.000359904072971192
"93","Phvul.001G001100","",2,12.42009795209,1.66548158098861e-06,0.000385137096714497
"94","Phvul.006G168300","",2,16.4331129462479,1.66887415715497e-06,0.000385137096714497
"95","Phvul.011G114400","PTHR12313//PTHR12313:SF5 - RNF5 // SUBFAMILY NOT NAMED (1 of 2)",3,17.1105358980748,1.70730322085358e-06,0.000385797174687257
"96","Phvul.007G135800","PTHR11926//PTHR11926:SF359 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // SUBFAMILY NOT NAMED (1 of 1)",1,4.26894946239966,1.70641157035089e-06,0.000385797174687257
"97","Phvul.006G033032","PTHR11742:SF44 - ALPHA-MANNOSIDASE I MNS5-RELATED (1 of 3)",1,2.34261914330119,1.79048523356232e-06,0.000400422640945024
"98","Phvul.008G279800","PTHR13301//PTHR13301:SF57 - X-BOX TRANSCRIPTION FACTOR-RELATED // SUBFAMILY NOT NAMED (1 of 1)",1,5.52657344269399,1.82206550816908e-06,0.000403327214986856
"99","Phvul.002G137100","PTHR10694:SF33 - TRANSCRIPTION FACTOR JUMONJI (JMJ) FAMILY PROTEIN / ZINC FINGER (C5HC2 TYPE) FAMILY PROTEIN (1 of 3)",1,6.96863983773816,1.88789336074858e-06,0.000413677481562819
"100","Phvul.008G076450","",3,7.50655436019074,2.06618304596991e-06,0.000430944103028703
"101","Phvul.011G161100","1.14.13.173 - 11-oxo-beta-amyrin 30-oxidase / CYP72A154 (1 of 17)",1,6.01409938572067,2.08588626828995e-06,0.000430944103028703
"102","Phvul.011G087900","",2,11.7039258621842,2.02416789625054e-06,0.000430944103028703
"103","Phvul.010G043800","PTHR10992:SF784 - ALPHA-HYDROXYNITRILE LYASE-RELATED (1 of 2)",1,5.99648958647828,2.034592834688e-06,0.000430944103028703
"104","Phvul.003G030500","3.1.30.1 - Aspergillus nuclease S(1) / Single-stranded-nucleate endonuclease (1 of 5)",1,5.41124391607277,2.08064886314172e-06,0.000430944103028703
"105","Phvul.008G276251","3.6.3.44 - Xenobiotic-transporting ATPase / Steroid-transporting ATPase (1 of 59)",1,5.27944196397275,2.04095946499657e-06,0.000430944103028703
"106","Phvul.010G029000","PF00931//PF01582 - NB-ARC domain (NB-ARC)  // TIR domain (TIR)  (1 of 28)",2,5.17887545974633,2.15886786761294e-06,0.00043768523973951
"107","Phvul.002G080100","PTHR11260:SF193 - GLUTATHIONE S-TRANSFERASE U11-RELATED (1 of 2)",1,4.37594706703359,2.14521683844061e-06,0.00043768523973951
"108","Phvul.001G058700","PF07800 - Protein of unknown function (DUF1644) (DUF1644)  (1 of 7)",4,20.0008029856632,2.24314211748526e-06,0.00045056001809822
"109","Phvul.004G142700","PF00560//PF13855 - Leucine Rich Repeat (LRR_1)  // Leucine rich repeat (LRR_8)  (1 of 35)",1,1.88869835938673,2.32803794988437e-06,0.000463322268319648
"110","Phvul.001G145600","PTHR21495:SF71 - DIRIGENT PROTEIN 1-RELATED (1 of 10)",1,5.91553071492388,2.36068305255577e-06,0.000465548158719021
"111","Phvul.002G132400","1.23.1.4 - (-)-lariciresinol reductase / Pinoresinol/lariciresinol reductase (1 of 2)",1,5.60830172565126,2.40348580210486e-06,0.000469719076622168
"112","Phvul.003G178300","PTHR31964:SF13 - ADENINE NUCLEOTIDE ALPHA HYDROLASES-LIKE PROTEIN (1 of 2)",2,10.2903449193027,2.42979837155912e-06,0.000470621572091356
"113","Phvul.010G070100","",3,14.1079589269913,2.46003797780874e-06,0.000472261980996504
"114","Phvul.009G187800","PTHR11260:SF221 - GLUTATHIONE S-TRANSFERASE U9 (1 of 1)",1,7.40793391165515,2.54928835549349e-06,0.000485102739436142
"115","Phvul.002G129900","PTHR23155//PTHR23155:SF505 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 23)",1,4.07673696207326,2.60189009974669e-06,0.000486575878739697
"116","Phvul.003G046001","",1,3.43000571304074,2.58172715409709e-06,0.000486575878739697
"117","Phvul.009G227900","",3,17.2237951865034,2.69888782709766e-06,0.000500401484044697
"118","Phvul.005G034666","1.1.1.195 - Cinnamyl-alcohol dehydrogenase / CAD (1 of 20)",1,5.91529974146148,2.79679361775627e-06,0.000509839024789805
"119","Phvul.011G059201","",3,16.220569267012,2.77483687487762e-06,0.000509839024789805
"120","Phvul.004G100800","K05666 - ATP-binding cassette, subfamily C (CFTR/MRP), member 2 (ABCC2)  (1 of 3)",1,2.92250180010711,2.96182465781624e-06,0.000535423852516731
"121","Phvul.007G032600","PTHR10165:SF80 - LIPID PHOSPHATE PHOSPHATASE 1-RELATED (1 of 4)",4,18.3208486532228,3.00167150315109e-06,0.000538142643949228
"122","Phvul.005G110900","PF00954//PF01453//PF07714//PF13947 - S-locus glycoprotein domain (S_locus_glycop)  // D-mannose binding lectin (B_lectin)  // Protein tyrosine kinase (Pkinase_Tyr)  // Wall-associated receptor kinase galacturonan-binding (GUB_WAK_bind)  (1 of 1)",1,3.68633586639979,3.05798077565586e-06,0.000543744073494284
"123","Phvul.008G167350","KOG0058 - Peptide exporter, ABC superfamily (1 of 4)",1,6.80276290582629,3.14754590655009e-06,0.000555119620738139
"124","Phvul.004G103900","2.4.1.170 - Isoflavone 7-O-glucosyltransferase (1 of 4)",1,5.69758074201833,3.21877939273796e-06,0.000563104688440843
"125","Phvul.007G143900","PTHR24223:SF246 - ABC TRANSPORTER C FAMILY MEMBER 14-RELATED (1 of 4)",2,16.2201248504191,3.26393604884168e-06,0.000566436517660181
"126","Phvul.005G030800","",2,14.5968096615482,3.35577353817412e-06,0.000577752344155645
"127","Phvul.011G192400","PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 124)",1,3.65342565219192,3.50249367704278e-06,0.000595878570033297
"128","Phvul.010G057500","PF00069//PF00954//PF01453 - Protein kinase domain (Pkinase)  // S-locus glycoprotein domain (S_locus_glycop)  // D-mannose binding lectin (B_lectin)  (1 of 14)",1,4.43183453267424,3.5159939595382e-06,0.000595878570033297
"129","Phvul.007G173900","",2,12.2860316391179,3.57706308173739e-06,0.000601528910326582
"130","Phvul.004G142401","",1,1.83351501843445,3.69035005861619e-06,0.000608367596974925
"131","Phvul.006G149400","",6,34.3659725539942,3.70186340297285e-06,0.000608367596974925
"132","Phvul.004G009161","PTHR16212:SF4 - FOCADHESIN (1 of 11)",1,4.79616054097765,3.66002179301235e-06,0.000608367596974925
"133","Phvul.003G042700","PF07168 - Ureide permease (Ureide_permease)  (1 of 3)",1,6.53327007804367,3.73558300417589e-06,0.000609293248944268
"134","Phvul.007G048800","PTHR27002:SF122 - CYSTEINE-RICH RECEPTOR-LIKE PROTEIN KINASE 28-RELATED (1 of 17)",1,1.9405597488126,3.7827929168108e-06,0.000612389005555051
"135","Phvul.005G008300","",3,18.1280604692644,3.96877410105358e-06,0.000628427858205512
"136","Phvul.009G086400","K17499 - protein phosphatase 1G [EC:3.1.3.16] (PPM1G, PP2CG)  (1 of 3)",2,11.5901601200115,3.91118521399557e-06,0.000628427858205512
"137","Phvul.010G013100","1.14.13.89 - Isoflavone 2'-hydroxylase / Isoflavone 2'-monooxygenase (1 of 12)",1,3.77807896563431,3.95372693169707e-06,0.000628427858205512
"138","Phvul.004G044066","PTHR13683:SF348 - ASPARTYL PROTEASE FAMILY PROTEIN (1 of 5)",1,4.0818128053919,4.06528801459839e-06,0.000639045600729586
"139","Phvul.010G026601","PTHR11017//PTHR11017:SF163 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 62)",1,3.55154854442947,4.41518384909897e-06,0.000689054555672691
"140","Phvul.007G049000","",2,9.67348323437569,4.48304677138591e-06,0.000689721514976415
"141","Phvul.002G080600","K14779 - ATP-dependent RNA helicase DDX52/ROK1 [EC:3.6.4.13] (DDX52, ROK1)  (1 of 3)",2,8.9113677600597,4.47690191979957e-06,0.000689721514976415
"142","Phvul.010G019350","",3,4.28221523093263,4.56136546843057e-06,0.000696828881032847
"143","Phvul.009G155300","PTHR10857//PTHR10857:SF18 - COPINE // SUBFAMILY NOT NAMED (1 of 2)",4,18.4422556031096,4.60168833087542e-06,0.000698072901829934
"144","Phvul.008G194600","",1,4.69069471457316,4.82265477875458e-06,0.000726512848024467
"145","Phvul.011G150200","PTHR27002:SF9 - CYSTEINE-RICH RECEPTOR-LIKE PROTEIN KINASE 27-RELATED (1 of 4)",1,4.22031788172831,5.20607946270396e-06,0.000757336799291764
"146","Phvul.011G195300","PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 124)",1,3.77374689288144,5.08414837352101e-06,0.000757336799291764
"147","Phvul.004G104900","PF00560//PF08263//PF13855 - Leucine Rich Repeat (LRR_1)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 49)",1,4.59794169850202,5.23585151298823e-06,0.000757336799291764
"148","Phvul.004G008861","PTHR16212:SF4 - FOCADHESIN (1 of 11)",1,1.78103225540391,5.14300836082044e-06,0.000757336799291764
"149","Phvul.004G099900","PF00560//PF08263//PF13855 - Leucine Rich Repeat (LRR_1)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 49)",1,4.41578031871569,5.27164784460685e-06,0.000757336799291764
"150","Phvul.008G257200","PTHR11926:SF176 - UDP-GLYCOSYLTRANSFERASE 87A2 (1 of 1)",1,6.33705151957339,5.17122022884272e-06,0.000757336799291764
"151","Phvul.002G210400","3.6.3.39 - Lipopolysaccharide-transporting ATPase (1 of 3)",1,6.40326026345491,5.25892019191694e-06,0.000757336799291764
"152","Phvul.007G198400","PTHR32278:SF2 - F-BOX PROTEIN PP2-B13-RELATED (1 of 4)",1,6.33162590271934,5.32804511821366e-06,0.000760403175982954
"153","Phvul.004G009761","PTHR16212:SF4 - FOCADHESIN (1 of 11)",1,5.87587772508655,5.54600784298956e-06,0.000781230832064756
"154","Phvul.010G019201","PTHR13596 - SMALL EDRK-RICH FACTOR 1 (1 of 4)",1,3.16126249726046,5.51833897003251e-06,0.000781230832064756
"155","Phvul.003G006100","2.1.1.154 - Isoliquiritigenin 2'-O-methyltransferase / CHMT (1 of 8)",1,7.33017176344828,5.66013034573963e-06,0.000787084664039293
"156","Phvul.009G149300","PTHR11165:SF24 - S-PHASE KINASE-ASSOCIATED PROTEIN 1 (1 of 1)",1,2.17186482595727,5.65021404289697e-06,0.000787084664039293
"157","Phvul.006G037000","K13065 - shikimate O-hydroxycinnamoyltransferase (E2.3.1.133, HCT)  (1 of 15)",1,3.61209807081808,5.76132505241919e-06,0.000796053658357513
"158","Phvul.001G232200","",4,20.5689437262458,5.99669994189371e-06,0.000823331720503167
"159","Phvul.002G155800","PTHR31775:SF5 - REMORIN FAMILY PROTEIN-RELATED (1 of 2)",1,5.10435307793548,6.18919557274605e-06,0.000844416475217484
"160","Phvul.005G084700","PTHR33372:SF1 - CHLOROPLAST J-LIKE DOMAIN 1-CONTAINING PROTEIN (1 of 2)",1,2.05840276050231,6.28011135822982e-06,0.000851465348087997
"161","Phvul.008G095600","PTHR24078:SF229 - DNAJ DOMAIN-CONTAINING PROTEIN (1 of 1)",1,5.4528975282656,6.3467397972561e-06,0.000853570145986706
"162","Phvul.011G154600","",2,10.989380308021,6.37433105839885e-06,0.000853570145986706
"163","Phvul.001G032400","PF02018 - Carbohydrate binding domain (CBM_4_9)  (1 of 4)",1,4.38458413236076,6.4491293203175e-06,0.000858288112549985
"164","Phvul.009G066920","PF02458 - Transferase family (Transferase)  (1 of 94)",1,5.03609278091127,6.56469256733998e-06,0.000868340706483574
"165","Phvul.004G020300","PTHR14677:SF2 - AN1-TYPE ZINC FINGER PROTEIN 1 (1 of 2)",1,5.46038131719406,6.62544453284532e-06,0.000869625405544926
"166","Phvul.002G032932","1.3.1.45 - 2'-hydroxyisoflavone reductase (1 of 5)",1,3.95277189478204,6.69466845185095e-06,0.000869625405544926
"167","Phvul.002G033101","1.3.1.45 - 2'-hydroxyisoflavone reductase (1 of 5)",1,3.95277189478204,6.69466845185095e-06,0.000869625405544926
"168","Phvul.004G155300","K04730 - interleukin-1 receptor-associated kinase 1 (IRAK1)  (1 of 24)",1,2.53312741746117,6.80970032158589e-06,0.000877546362618394
"169","Phvul.005G069700","K14297 - nuclear pore complex protein Nup98-Nup96 (NUP98, ADAR2, NUP116)  (1 of 3)",1,4.49733189974319,6.83655258758626e-06,0.000877546362618394
"170","Phvul.007G054200","PTHR23024//PTHR23024:SF138 - MEMBER OF 'GDXG' FAMILY OF LIPOLYTIC ENZYMES // SUBFAMILY NOT NAMED (1 of 1)",1,2.02024636926927,6.98000201895964e-06,0.000890689316454656
"171","Phvul.004G008740","PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 124)",1,4.91524444287926,7.33042101986433e-06,0.000929934638502438
"172","Phvul.008G276150","3.6.3.44 - Xenobiotic-transporting ATPase / Steroid-transporting ATPase (1 of 59)",1,5.50498740755816,7.74650479339144e-06,0.000965775451051957
"173","Phvul.009G116500","PTHR22595:SF34 - BASIC ENDOCHITINASE B (1 of 8)",1,5.40212732092814,7.70467820489116e-06,0.000965775451051957
"174","Phvul.002G144600","PTHR11695:SF497 - CINNAMYL ALCOHOL DEHYDROGENASE 6-RELATED (1 of 3)",1,6.79185953352662,7.68044293715619e-06,0.000965775451051957
"175","Phvul.001G236100","",7,20.2849388555219,8.18941153003574e-06,0.00101249274719468
"176","Phvul.004G021400","KOG0156 - Cytochrome P450 CYP2 subfamily (1 of 118)",1,5.24204886621522,8.21457260435455e-06,0.00101249274719468
"177","Phvul.011G201700","3.2.1.21 - Beta-glucosidase / Gentobiase (1 of 44)",2,8.75576793190558,8.45949272441473e-06,0.00101533484555997
"178","Phvul.010G002500","",1,7.09212086818448,8.75248311066766e-06,0.00101533484555997
"179","Phvul.L002060","",2,11.9152982471947,8.59493022213919e-06,0.00101533484555997
"180","Phvul.005G045700","K09291 - nucleoprotein TPR (TPR, MLP1, MLP2)  (1 of 1)",2,14.2166261415141,8.52485397567743e-06,0.00101533484555997
"181","Phvul.004G111500","",2,3.45868688416395,8.35076496673942e-06,0.00101533484555997
"182","Phvul.001G014700","",3,19.2150014889741,8.31022804513175e-06,0.00101533484555997
"183","Phvul.011G198800","PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 124)",1,5.12240502507288,8.71605286526564e-06,0.00101533484555997
"184","Phvul.007G008500","K01859 - chalcone isomerase (E5.5.1.6)  (1 of 4)",1,6.85853239314979,8.55162335957996e-06,0.00101533484555997
